signature,kind,file_count,num_columns,columns,example_dataset,example_source,department
a985e9c1c6bd,xml-element,1380,2,@TIME_PERIOD | @OBS_VALUE,"Household actual final consumption, Canada, provincial and territorial, annual",Dataset#36100609_1.xml#Obs,statcan
a0a93dacc55a,xml-element,1072,3,@TIME_PERIOD | @OBS_VALUE | @STATUS_CAN,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_1.xml#Obs,statcan
8fd5f1a0a83c,xml-element,677,1,Ref,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#ConceptIdentity,statcan
3dfa2abecab7,xml-element,472,3,@id | @urn | Name,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Concept,statcan
e41db40ce77b,xml-element,464,1,@lang,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Name,statcan
a0eaaf56a0ce,xml-element,398,3,@TIME_PERIOD | @OBS_VALUE | @SECURITY_LEVEL,"Farm input price index, quarterly",Dataset#18100258_7.xml#Obs,statcan
7ee460ba0820,xml-element,282,4,@TIME_PERIOD | @OBS_VALUE | @STATUS_CAN | @SECURITY_LEVEL,"Tobacco, sales and inventories, monthly production",Dataset#16100044_18.xml#Obs,statcan
5806d88de841,xml-element,232,4,AnnotationTitle | AnnotationType | @id | AnnotationText,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Annotation,statcan
f1d5fa6f7199,xml-element,232,2,Enumeration | TextFormat,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#LocalRepresentation,statcan
3f23e26421aa,xml-element,232,2,Dimension | PrimaryMeasure,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#AttributeRelationship,statcan
295ae9ead81e,xml-element,232,6,@id | @urn | @assignmentStatus | ConceptIdentity | LocalRepresentation | AttributeRelationship,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Attribute,statcan
d9f507ef2a2a,xml-element,232,6,@id | @urn | @position | ConceptIdentity | LocalRepresentation | Ref,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Dimension,statcan
e2bf24a442d7,xml-element,232,4,Ref | @id | @urn | ConceptIdentity,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#PrimaryMeasure,statcan
189453fe316e,xml-element,220,7,@id | @version | @agencyID | @package | @class | @maintainableParentID | @maintainableParentVersion,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Ref,statcan
4b3e847007b0,xml-element,160,1,Annotation,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Annotations,statcan
4940967c6a1f,xml-element,159,5,@id | @urn | Name | Annotations | Parent,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Code,statcan
ab04678160fe,xml-element,147,9,@Geography | @Government_of_Canada_direct_securities_and_loans | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,"Government of Canada direct and guaranteed securities and loans, Bank of Canada",Dataset#10100113_57.xml#Series,statcan
1b642f6becf3,xml-element,116,6,@id | @urn | @agencyID | @version | Name | Code,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_Structure.xml#Codelist,statcan
91bdab3d66b2,xml-element,116,7,@id | @urn | @agencyID | @version | Annotations | Name | Code,"Small area estimates of labour force characteristics for sub-provincial areas, monthly, unadjusted for seasonality",Dataset#14100480_Structure.xml#Codelist,statcan
b935f0be8812,xml-element,103,9,@Geography | @Type_of_currency | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,"Daily average foreign exchange rates in Canadian dollars, Bank of Canada",Dataset#33100036_44.xml#Series,statcan
1f7ff8c8d28b,xml-element,101,9,@Geography | @Financial_market_statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,"Bank of Canada, money market and other interest rates",Dataset#10100139_17.xml#Series,statcan
bee7ec493c0a,xml-element,101,8,@Geography | @Rates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Financial market statistics, as at Tuesday, Bank of Canada",Dataset#10100144_46.xml#Series,statcan
d11461b0f52a,xml-element,83,8,@Geography | @Type_of_grain | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Producer deliveries of major grains,Dataset#32100351_1.xml#Series,statcan
3e1f2b12bb61,xml-element,80,9,@Geography | @Production__sales_and_inventories_activities | @Tobacco_products | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Tobacco, sales and inventories, monthly production",Dataset#16100044_18.xml#Series,statcan
e9bf1f012d1e,xml-element,78,8,@Geography | @Commodity | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Fisher commodity price index, United States dollar terms, Bank of Canada, Fisher commodity price index, United States dollar terms, Bank of Canada, weekly",Dataset#10100143_10.xml#Series,statcan
8d852b447d5b,xml-element,78,10,@Geography | @North_American_Industry_Classification_System__NAICS_ | @Service_detail | @Seasonal_adjustment | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Monthly survey of food services and drinking places,Dataset#21100019_10.xml#Series,statcan
effc01effc16,xml-element,73,8,@Geography | @Type_of_currency | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Monthly average foreign exchange rates in Canadian dollars, Bank of Canada",Dataset#33100163_2.xml#Series,statcan
bb58ac665a58,xml-element,68,11,@Geography | @Industry | @Sector | @Cost_of_living_adjustment__COLA_ | @Variable | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Major wage settlements, by jurisdiction, industry based on the North American Industry Classification System (NAICS) and cost of living adjustment (COLA), Employment and Social Development Canada - Labour Program, occasional",Dataset#14100349_18.xml#Series,statcan
8531bcd8167c,xml-element,67,10,@Geography | @Statistics | @Characteristics | @Income__consumption_and_savings | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Distributions of household economic accounts, income, consumption and saving, Canada, provinces and territories, annual",Dataset#36100588_1.xml#Series,statcan
5a96833ac7fa,xml-element,64,9,@Geography | @Airports | @Class_of_operation | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Aircraft movements, by geography, airports with NAV CANADA services and other selected airports, monthly",Dataset#23100303_1.xml#Series,statcan
092b528dc50a,xml-element,58,8,@Geography | @Type_of_reserve | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Canada's official international reserves, millions of United States dollars, Bank of Canada, daily",Dataset#10100141_1.xml#Series,statcan
f589af2f6636,xml-element,52,4,@id | @urn | Name | Parent,"Canada's official international reserves, millions of United States dollars, Bank of Canada, daily",Dataset#10100141_Structure.xml#Code,statcan
7a3e474789ea,xml-element,40,10,@Geography | @Statistics | @Characteristics | @Wealth | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Distributions of household economic accounts, wealth, by characteristic, Canada, quarterly",Dataset#36100660_8.xml#Series,statcan
21606e10c8a5,xml-element,40,9,@Geography | @Airports | @Domestic_and_international_itinerant_movements | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Domestic and international itinerant movements, by geography, airports with NAV CANADA services and other selected airports, monthly",Dataset#23100304_23.xml#Series,statcan
5873dac4203c,xml-element,38,9,@Geography | @Characteristics | @Net_worth_indicators__wealth_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Distributions of household economic accounts, wealth indicators, by characteristic, Canada, quarterly",Dataset#36100664_1.xml#Series,statcan
bdb5e1f5e628,xml-element,37,8,@Geography | @Estimate | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Employment, average hourly and weekly earnings (including overtime), and average weekly hours for the industrial aggregate excluding unclassified businesses, monthly, seasonally adjusted",Dataset#14100222_32.xml#Series,statcan
149bfd49cc64,xml-element,36,10,@Geography | @Type_of_employee | @Estimate | @North_American_Industry_Classification_System__NAICS_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Employment, average hourly and weekly earnings, and average weekly hours by industry, monthly, seasonally adjusted",Dataset#14100221_1.xml#Series,statcan
8305b3b61b74,xml-element,36,9,@Geography | @Estimate | @North_American_Industry_Classification_System__NAICS_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Employment and average weekly earnings (including overtime) for all employees by province and territory, monthly, seasonally adjusted",Dataset#14100223_1.xml#Series,statcan
b1201c3556d9,xml-element,34,12,@Geography | @Labour_force_characteristics | @Gender | @Age_group | @Statistics | @Data_type | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics by territory, three-month moving average, seasonally adjusted and unadjusted",Dataset#14100292_1.xml#Series,statcan
a66caaef9ea3,xml-element,33,8,@Geography | @Price_index | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Farm input price index, quarterly",Dataset#18100258_7.xml#Series,statcan
106572b833e0,xml-element,32,9,@Geography | @Employment_characteristics | @Statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Employment characteristics by census metropolitan area, three-month moving average, unadjusted for seasonality",Dataset#14100467_1.xml#Series,statcan
a59d91f2799b,xml-element,31,10,@Geography | @Labour_force_characteristics | @Gender | @Age_group | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics by census metropolitan area, three-month moving average, unadjusted for seasonality",Dataset#14100458_1.xml#Series,statcan
22ad33b725c6,xml-element,31,8,@Geography | @North_American_Industry_Classification_System__NAICS_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Commercial and industrial machinery and equipment rental and leasing services price index, monthly",Dataset#18100280_1.xml#Series,statcan
6f08000e0e80,xml-element,31,8,@Geography | @Statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Job vacancies, payroll employees, and job vacancy rate by provinces and territories, monthly, adjusted for seasonality",Dataset#14100432_1.xml#Series,statcan
8ad56b9263d7,xml-element,29,9,@Geography | @Rates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,"Financial market statistics, as at Wednesday, Bank of Canada",Dataset#10100145_6.xml#Series,statcan
2dbfba9ba55a,xml-element,29,11,@Geography | @Trade | @Trade_partners | @Service_categories | @Seasonal_adjustment_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"International trade in services, monthly",Dataset#12100144_1.xml#Series,statcan
0e9015605a1b,xml-element,24,10,@Geography | @Labour_force_characteristics | @Statistics | @Data_type | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics by Montréal, Toronto and Vancouver census metropolitan areas, monthly, seasonally adjusted",Dataset#14100460_1.xml#Series,statcan
83b7e4d016ca,xml-element,24,9,@Geography | @Airports | @Type_of_power_plant | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Itinerant movements, by type of power plant, at airports with NAV CANADA services and other selected airports, monthly",Dataset#23100300_1.xml#Series,statcan
11e0a057fd08,xml-element,24,9,@Geography | @Airports | @Maximum_take-off_weight | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Itinerant movements, by aircraft maximum take-off weight, at airports with NAV CANADA services and other selected airports, monthly",Dataset#23100301_1.xml#Series,statcan
5ffd75b3e866,xml-element,24,9,@Geography | @Airports | @Type_of_operation | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Itinerant movements, by type of operation, airports with NAV CANADA services and other selected airports, monthly",Dataset#23100298_1.xml#Series,statcan
c83b09e9480d,xml-element,24,9,@Geography | @Airports | @Civil_and_military_movements | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Aircraft movements, by civil and military movements, airports with NAV CANADA services and other selected airports, monthly",Dataset#23100297_1.xml#Series,statcan
83af8c747e53,xml-element,24,10,@Geography | @Airports | @Domestic_and_international_itinerant_movements | @Type_of_operation | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Domestic and international itinerant movements, by type of operation, at airports with NAV CANADA services and other selected airports, monthly",Dataset#23100302_1.xml#Series,statcan
4b80e64516ae,xml-element,23,9,@Geography | @Labour_force_characteristics | @Statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics by economic region, three-month moving average, unadjusted for seasonality",Dataset#14100462_1.xml#Series,statcan
310748d87139,xml-element,23,8,@Geography | @North_American_Product_Classification_System__NAPCS__Canada_2022_Version | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Monthly retail commodity sales,Dataset#20100080_10.xml#Series,statcan
74466ae92c20,xml-element,21,9,@Geography | @Income_quintile | @Socio-demographic_characteristics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Distributions of household economic accounts, number of households, by income quintile and by socio-demographic characteristic, quarterly",Dataset#36100667_1.xml#Series,statcan
70873f614644,xml-element,19,9,@Geography | @Assets_and_liabilities | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,"Bank of Canada, assets and liabilities, Wednesdays",Dataset#10100136_1.xml#Series,statcan
7ce6d8629f48,xml-element,19,8,@Geography | @Rates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @UOM | @TERMINATED | Obs,"Selected United States dollar interest rates, Wednesdays, Bank of Canada",Dataset#10100138_1.xml#Series,statcan
5b6356ad99ff,xml-element,19,9,@Geography | @North_American_Industry_Classification_System__NAICS_ | @Statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Actual hours worked at main job by industry, monthly, seasonally adjusted, last 5 months",Dataset#14100289_4.xml#Series,statcan
0deee2485932,xml-element,19,8,@Geography | @Vehicle_licence_plate | @Units_of_measure | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @UOM | Obs,"Leading indicator, Trucks and drivers entering or returning to Canada, by vehicle licence plate",Dataset#24100059_1.xml#Series,statcan
5f2c434c1628,xml-element,18,10,@Geography | @Labour_force_characteristics | @North_American_Industry_Classification_System__NAICS_ | @Statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics by industry, monthly, seasonally adjusted, last 5 months",Dataset#14100291_1.xml#Series,statcan
bc719e289bca,xml-element,17,10,@Geography | @North_American_Industry_Classification_System__NAICS_ | @Statistics | @Data_type | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Employment by industry, monthly, seasonally adjusted and unadjusted, and trend-cycle, last 5 months",Dataset#14100355_1.xml#Series,statcan
ac528db9d190,xml-element,17,9,@Geography | @National_Occupational_Classification__NOC_ | @Statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Employment by occupation, monthly, seasonally adjusted, last 5 months",Dataset#14100310_1.xml#Series,statcan
eab47f7ef570,xml-element,17,11,@Geography | @Class_of_worker | @Gender | @Statistics | @Data_type | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Employment by class of worker, monthly, seasonally adjusted and unadjusted",Dataset#14100288_1.xml#Series,statcan
dadb60e62c6e,xml-element,17,12,@Geography | @Immigrant_status | @Educational_attainment | @Labour_force_characteristics | @Gender | @Age_group | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics of immigrants by educational attainment, three-month moving average, unadjusted for seasonality",Dataset#14100086_1.xml#Series,statcan
4ac054ad3d25,xml-element,17,12,@Geography | @Duration_of_unemployment | @Age_group | @Gender | @Statistics | @Data_type | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Duration of unemployment, monthly, seasonally adjusted",Dataset#14100342_4.xml#Series,statcan
a71345d7e6f6,xml-element,16,8,@Geography | @Estimates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612_1.xml#Series,statcan
b00d05981e71,xml-element,16,13,@Geography | @Immigrant_status | @Country_of_birth | @Labour_force_characteristics | @Gender | @Age_group | @Statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics of immigrants, three-month moving average, unadjusted for seasonality",Dataset#14100471_1.xml#Series,statcan
246e2d0198d8,xml-element,16,11,@Geography | @Weekly_wages | @Type_of_work | @National_Occupational_Classification__NOC_ | @Gender | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Weekly wage distributions by occupation, monthly, unadjusted for seasonality",Dataset#14100428_5.xml#Series,statcan
f805fe48a4e2,xml-element,16,11,@Geography | @Labour_force_characteristics | @Age | @Gender | @Indigenous_group | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics by detailed Indigenous group living off reserve, three-month moving averages, monthly, unadjusted for seasonality",Dataset#14100401_1.xml#Series,statcan
02d0302ab7b8,xml-element,16,10,@Geography | @Population_centre_and_rural_areas | @Class_of_worker | @North_American_Industry_Classification_System__NAICS_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Employment by class of worker and industry, monthly, unadjusted for seasonality",Dataset#14100376_11.xml#Series,statcan
64a771dfe882,xml-element,16,11,@Geography | @Labour_force_characteristics | @Age_group | @Gender | @Population_group | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Labour force characteristics by visible minority group, three-month moving averages, monthly, unadjusted for seasonality",Dataset#14100373_1.xml#Series,statcan
d8e89e7fb8c0,xml-element,16,9,@Geography | @Characteristics | @Hours_and_wages | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Average usual hours and wages by selected characteristics, monthly, unadjusted for seasonality, last 5 months",Dataset#14100320_1.xml#Series,statcan
